序号 	服务环节 	服务内容 							
根据上述平台流量规则及流量入口分析，制定销售预算，包括：分入口的流量投放计划、流量购买的费用计划、投放效果计划。（CPC4、CPM5、平均获客成本、投资回报率） 	根据上述平台流量规则及流量入口分析，制定销售预算，包括：分入口的流量投放计划、流量购买的费用计划、投放效果计划。（CPC4、CPM5、平均获客成本、投资回报率） 								
包括曝光量（品牌、产品、资讯等）；店铺访问量及访问转化率（店铺访问量/曝光量）、店铺行为（包括收藏、加购、浏览、联系客服等），旨在提升店铺运营效率指标。 	包括曝光量（品牌、产品、资讯等）；店铺访问量及访问转化率（店铺访问量/曝光量）、店铺行为（包括收藏、加购、浏览、联系客服等），旨在提升店铺运营效率指标。 								
总结核心指标 ROI、费用比（预算费用/全店销售额），基于上述两核心指标的拆解与复盘。 	总结核心指标 ROI、费用比（预算费用/全店销售额），基于上述两核心指标的拆解与复盘。 								
将粉丝或用户资源货币化，并存入“数据银行”。通过客户终身价值模型（CLV6）分析目标用户完整消费生命周期中对目标品牌的消费进行预测。 	将粉丝或用户资源货币化，并存入“数据银行”。通过客户终身价值模型（CLV6）分析目标用户完整消费生命周期中对目标品牌的消费进行预测。 								
粉丝运营工具包括：“客户运营平台”、CRM、“消息	粉丝运营工具包括：“客户运营平台”、CRM、“消息								
序号 	母服务环节 	子服务环节 	服务内容 						
究 	盒子”、“手淘群”、“微淘”、“粉丝趴”。 	盒子”、“手淘群”、“微淘”、“粉丝趴”。 							
用户消费决策链拆解及数据监控 	消费决策链包括：关注、兴趣、购买、忠诚、分享。 	消费决策链包括：关注、兴趣、购买、忠诚、分享。 							
消费者“资产”增值 	消费者“资产”价值会实时动态地呈现在“数据银行”。 	消费者“资产”价值会实时动态地呈现在“数据银行”。 							
线上线下会员渠道打通 	会员资源包括：会员数据、会员权益、会员等级。 	会员资源包括：会员数据、会员权益、会员等级。 							
									
2 	店铺形象升级 	品牌定位分析 							
2 	店铺形象升级 	店铺形象设计工具风格研究 							
2 	店铺形象升级 	店铺形象设计方案制定 							
2 	店铺形象升级 	店铺形象设计素材准备 							
2 	店铺形象升级 	新店形象上线 							
3 	店铺流量管理 	平台流量规则分析 							
3 	店铺流量管理 	平台流量入口消费者行为分析 							
3 	店铺流量管理 	目标平台的品牌流量获取方案制定 							
3 	店铺流量管理 	全链路消费触点优化 							
3 	店铺流量管理 	投放方案总结 							
4 	品牌粉丝运营 	消费者“资产”管理 							
4 	品牌粉丝运营 	粉丝运营工具研							
									
环节 	服务环节 	服务内容 							
1 	客需采集 	根据客户活动目标、预算等指标，深度挖掘客户需求，制定方案。 							
2 	传播概念形成 	传播概念形成环节中的“媒体渠道搭建”包括媒体渠道选择及投放时间计划，该环节因客户资源不稳定性及平台政策不确定性而导致耗时存在不确定性。 							
3 	创意材料制作 	整合营销环节大体需耗时 3 个月，“创意物料制作”耗时与“传播概念形成”耗时基本一致。 							
4 	上线发布 	方案上线发布后，活动效果关键的衡量指标包括活动期间产品销量、品牌曝光率等。 							
									
序号 	母服务环节 	子服务环节 	服务内容 						
1 	数据采集 	业务系统搭建 	公司现已搭建的业务系统包括店铺系统（旺店）、数据采集系统（情报通）、CRM、客服管理平台、OMS8 						
1 	数据采集 	业务数据生成 	数据库搭建后，数据将在阿里云部署 						
1 	数据采集 	数据存储 	数据存储在阿里云 						
2 	数据处理 	数据清洗 	此环节为公司所采用的业务系统自带功能 						
2 	数据处理 	数据归类 	此环节为公司所采用的业务系统自带功能 						
2 	数据处理 	数据关联 	此环节为公司所采用的业务系统自带功能 						
3 	数据呈现 	管理思路整理 	覆盖现有完整业务流。 						
3 	数据呈现 	可视化报表制作 	公司现有业务对数据的需求主要聚焦在基于数据分析和客需分析基础上所形成的决策依据。 						
3 	数据呈现 	报表数据分析 	公司现有业务对数据的需求主要聚焦在基于数据分析和客需分析基础上所形成的决策依据。 						
4 	业务分析 	异常数据分析 	公司通过预设关键指标正常值进行分析，指标类型包括：品类、增长品牌集中度、品牌排名变化、竞品销量及品类结构、竞品流量结构。数据类型分为市场数据、品牌数据、竞品数据、店铺数据及管理数据。 						
4 	业务分析 	业务策略调整 	公司对异常数据分析并进行处理后，对现有业务策略进行调整。 						
4 	业务分析 	业务效果追踪 	公司基于调整后策略，对整个业务效果进行追踪。 						
5 	业务建议 	库存管理建议 	该环节是系统基于数据分析的结果，自动化或半自动化地为公司提供建议。该环节的实现所需依托的算法及数据模型目前公司处于开发阶段中。 						
5 	业务建议 	经营管理建议 	该环节是系统基于数据分析的结果，自动化或半自动化地为公司提供建议。该环节的实现所需依托的算法及数据模型目前公司处于开发阶段中。 						
5 	业务建议 	新兴市场机会 	该环节是系统基于数据分析的结果，自动化或半自动化地为公司提供建议。该环节的实现所需依托的算法及数据模型目前公司处于开发阶段中。 						
									
序号 	环节名称 	环节名称 	环节内容 						
1 	采购流程 	采购流程 	品牌商发货 						
1 	采购流程 	采购流程 	若羽臣接货 						
1 	采购流程 	采购流程 	货代公司接货 						
1 	采购流程 	采购流程 	商品入库 						
1 	采购流程 	采购流程 	质检上架 						
2 	发货流程 	B2B 销售 	平台抓单 						
2 	发货流程 	B2B 销售 	订单审核 						
2 	发货流程 	B2B 销售 	船货单 						
2 	发货流程 	B2B 销售 	拣货打包，出库 						
2 	发货流程 	B2B 销售 	快递配送 						
2 	发货流程 	B2C 销售 	平台采购下单 						
2 	发货流程 	B2C 销售 	订单审核 						
2 	发货流程 	B2C 销售 	配货单 						
2 	发货流程 	B2C 销售 	出库 						
2 	发货流程 	B2C 销售 	物流配送 						
2 	发货流程 	B2C 销售 	平台收货 						
3 	退货流程 	退货流程 	退货审核 						
3 	退货流程 	退货流程 	退货发货 						
3 	退货流程 	退货流程 	公司收货 						
3 	退货流程 	退货流程 	分级处理 						
4 	盘点流程 	盘点流程 	盘点需求 						
4 	盘点流程 	盘点流程 	仓库整理货品 						
4 	盘点流程 	盘点流程 	三方静态取量 						
4 	盘点流程 	盘点流程 	形成盘点结果 						
4 	盘点流程 	盘点流程 	差异处理 						
4 	盘点流程 	盘点流程 	调整工作 						
5 	调拨流程 	调拨流程 	各仓库有深度 						
									
序号 	环节名称 	环节内容 							
调拨需求 									
第三方仓发货 									
物流配送 									
接收仓 									
									
序号 	品类 	品牌名称 	品牌标志 	国家 	主要产品类型 				
1   	母婴 	美赞臣/ Mead Johnson 	 	美国 	婴幼儿奶粉 				
2   	母婴 	蓝臻/ Enfinitas 	 	美国 	婴幼儿奶粉 				
序号 	品类 	品牌名称 	品牌标志 	国家 	主要产品类型 				
3   	母婴 	康贝/ Combi 	 	日本 	童车、婴幼儿湿巾 				
4   	母婴、美妆及个护 	强生/ Johnson & Johnson 	 	美国 	婴幼儿护肤品、 漱口水、化妆品、 卫生棉条 				
5   	母婴 	合生元/ Biostime 	 	中国 	婴幼儿奶粉、 婴幼儿保健品 				
6   	母婴 	哈罗闪/ Sanosan 	 	德国 	婴幼儿护肤品 				
7   	母婴 	飞利浦新安怡/ Philips Avent 	 	英国 	吸奶器、奶瓶奶嘴 				
8   	母婴 	布朗博士好流畅/ Dr. Brown's natural flow 	 	美国 	奶瓶奶嘴 				
9   	母婴 	维蕾德/ Weleda 	 	德国 	婴幼儿护肤品 				
10   	母婴 	丽贝乐/ Libero 	 	瑞典 	婴幼儿纸尿裤 				
11   	母婴 	ergobaby 	 	美国 	婴幼儿背带 				
12   	美妆及个护 	美迪惠尔/ MEDIHEAL 	 	韩国 	面膜 				
13   	美妆及个护 	洁婷 	 	中国 	卫生巾 				
14   	美妆及个护 	飞/ Free 	 	中国 	卫生巾 				
序号 	品类 	品牌名称 	品牌标志 	国家 	主要产品类型 				
15   	美妆及个护 	肌美精/ Kracie 	 	日本 	面膜 				
16   	美妆及个护 	凌仕/ LYNX 	 	法国 	男士护肤品、 男士沐浴露 				
17   	美妆及个护 	炫诗/ TRESemmé 	 	美国 	美发产品 				
18   	食品 	绅士/ Planters 	 	美国 	坚果 				
19   	保健品 	Swisse 	 	澳大利亚 	营养补充剂 				
20   	保健品 	善存/ Centrum 	 	美国 	营养补充剂 				
21   	保健品 	钙尔奇/ Caltrate 	 	美国 	营养补充剂 				
22   	其他 	膳魔师/ THERMOS 	 	德国 	保温杯 				
23   	其他 	铁达时/ Solvil et Titus 	 	瑞士 	钟表 				
24   	其他 	时间廊/ CITY CHAIN 	 	香港 	钟表 				
									
经营模式 	收入类型 	2017 年度 	2017 年度 	2016 年度 	2016 年度 	2015 年度 	2015 年度 		
经营模式 	收入类型 	收入 	占比 	收入 	占比 	收入 	占比 		
线上代运营模式 	线上代运营收入 	40,061.11 	59.47% 	25,200.87 	66.64% 	10,755.19 	57.64% 		
其中：零售结算 	其中：零售收入 	32,821.52 	48.72% 	20,644.65 	54.59% 	8,034.64 	43.06% 		
服务费结算 	运营服务收入 	7,239.60 	10.75% 	4,556.21 	12.05% 	2,720.54 	14.58% 		
渠道分销模式 	分销收入 	24,009.55 	35.64% 	11,915.79 	31.51% 	7,902.79 	42.36% 		
品牌策划模式 	策划服务收入 	3,293.00 	4.89% 	702.34 	1.86% 	- 	- 		
- 	营业收入合计 	67,363.66 	100.00% 	37,818.99 	100.00% 	18,657.97 	100.00% 		
									
区域 	2017 年度 	2017 年度 	2017 年度 	2016 年度 	2016 年度 	2016 年度 	2015 年度 	2015 年度 	2015 年度 
区域 	含税订单金额 	占比 	排名 	含税订单金额 	占比 	排名 	含税订单金额 	占比 	排名 
华东 	17,542.32 	38.30% 	1 	11,734.09 	36.15% 	1 	5,205.64 	36.63% 	1 
华南 	8,948.12 	19.53% 	2 	5,800.09 	17.87% 	2 	2,025.59 	14.25% 	3 
华北 	5,984.03 	13.06% 	3 	4,241.07 	13.07% 	3 	2,039.24 	14.35% 	2 
华中 	5,135.50 	11.21% 	4 	4,227.30 	13.02% 	4 	1,756.14 	12.36% 	4 
西南 	3,774.40 	8.24% 	5 	2,993.02 	9.22% 	5 	1,388.69 	9.77% 	5 
东北 	2,623.40 	5.73% 	6 	1,913.09 	5.89% 	6 	1,022.21 	7.19% 	6 
西北 	1,791.49 	3.91% 	7 	1,547.53 	4.77% 	7 	774.01 	5.45% 	7 
海外 	7.05 	0.02% 	8 	0.09 	0.00% 	8 	0.02 	0.00% 	8 
合计 	45,806.32 	100.00% 	 	32,456.29 	100.00% 	 	14,211.54 	100.00% 	 
									
省份 	2017 年度 	2017 年度 	2017 年度 	2016 年度 	2016 年度 	2016 年度 	2015 年度 	2015 年度 	2015 年度 
省份 	含税订单金额 	占比 	排名 	含税订单金额 	占比 	排名 	含税订单金额 	占比 	排名 
广东 	7,696.60 	16.80% 	1 	4,849.45 	14.94% 	1 	1,593.78 	11.21% 	1 
上海 	3,988.62 	8.71% 	2 	2,308.34 	7.11% 	3 	709.81 	4.99% 	6 
江苏 	3,638.86 	7.94% 	3 	2,502.63 	7.71% 	2 	1,223.01 	8.61% 	2 
浙江 	3,437.05 	7.50% 	4 	2,230.94 	6.87% 	4 	1,135.01 	7.99% 	3 
北京 	2,897.63 	6.33% 	5 	1,863.33 	5.74% 	5 	725.37 	5.10% 	5 
山东 	2,252.28 	4.92% 	6 	1,624.97 	5.01% 	7 	762.03 	5.36% 	4 
福建 	1,842.69 	4.02% 	7 	1,182.22 	3.64% 	11 	574.16 	4.04% 	10 
湖北 	1,842.35 	4.02% 	8 	1,371.33 	4.23% 	8 	643.90 	4.53% 	7 
四川 	1,686.57 	3.68% 	9 	1,266.75 	3.90% 	9 	603.13 	4.24% 	9 
河南 	1,680.14 	3.67% 	10 	1,633.26 	5.03% 	6 	631.96 	4.45% 	8 
湖南 	1,613.02 	3.52% 	11 	1,222.71 	3.77% 	10 	480.29 	3.38% 	13 
合计 	32,575.81 	71.12% 	 	22,055.93 	67.96% 	 	9,082.43 	63.91% 	 
									
仓库 名称 	所在 地区 	主要存货 品牌 	2017 年度 	2017 年度 	2016 年度 	2016 年度 	2015 年度 	2015 年度 	
仓库 名称 	所在 地区 	主要存货 品牌 	发货订单金额 	占比 	发货订单金额 	占比 	发货订单金额 	占比 	
萝岗仓 	广东广州 	大多数 合作品牌 	19,522.45 	42.62% 	21,986.23 	67.74% 	12,624.00 	88.83% 	
顺丰仓 	广东广州 	美赞臣 	13,463.90 	29.39% 	5,466.14 	16.84% 	- 	- 	
南通仓 	江苏南通 	哈罗闪、 康贝 	5,332.70 	11.64% 	4,940.01 	15.22% 	1,587.54 	11.17% 	
花都仓 	广东广州 	绅士 	3,760.58 	8.21% 	- 	- 	- 	- 	
吴江仓 	江苏吴江 	丽贝乐、炫诗、凌仕等 	3,115.08 	6.80% 	- 	- 	- 	- 	
其他 	其他 	- 	611.61 	1.34% 	63.92 	0.20% 	- 	- 	
合计 	合计 	 	45,806.32 	100.00% 	32,456.29 	100.00% 	14,211.54 	100.00% 	
									
年度消费金额 	客户数量（个） 	客户数量（个） 	客户数量（个） 	客户数量占比 	客户数量占比 	客户数量占比 			
年度消费金额 	2017 年 	2016 年 	2015 年 	2017 年 	2016 年 	2015 年 			
3 万元以上 	18 	53 	15 	0.001% 	0.003% 	0.001% 			
1-3 万元 	113 	695 	17 	0.005% 	0.039% 	0.001% 			
0.5-1 万元 	1,729 	715 	13 	0.070% 	0.040% 	0.001% 			
0.2-0.5 万元 	20,585 	8,992 	188 	0.828% 	0.507% 	0.015% 			
0.2 万元以下 	2,463,331 	1,762,743 	1,257,965 	99.097% 	99.410% 	99.981% 			
合计 	2,485,776 	1,773,198 	1,258,198 	100.000% 	100.000% 	100.000% 			
									
年度消费金额 	购买次数（单） 	购买次数（单） 	购买次数（单） 	次均消费额（元） 	次均消费额（元） 	次均消费额（元） 			
年度消费金额 	2017 年 	2016 年 	2015 年 	2017 年 	2016 年 	2015 年 			
3 万元以上 	60 	381 	207 	40,569.53 	11,466.67 	12,197.98 			
1-3 万元 	1,138 	2,416 	129 	1,328.95 	3,792.71 	2,440.21 			
0.5-1 万元 	8,916 	3,833 	23 	1,202.72 	1,249.26 	3,732.91 			
0.2-0.5 万元 	60,520 	21,793 	1,299 	965.02 	1,138.14 	373.44 			
0.2 万元以下 	3,046,531 	2,124,704 	1,567,419 	126.37 	132.46 	88.49 			
合计 	3,117,165 	2,153,127 	1,569,077 	146.95 	150.74 	90.58 			
									
年度消费金额 	平均购买时间间隔（天） 	平均购买时间间隔（天） 	平均购买时间间隔（天） 						
年度消费金额 	2017 年 	2016 年 	2015 年 						
3 万元以上 	10.54 	10.47 	17.83 						
1-3 万元 	17.26 	5.94 	13.87 						
0.5-1 万元 	23.79 	5.88 	19.90 						
0.2-0.5 万元 	27.47 	9.53 	26.63 						
0.2 万元以下 	23.57 	22.27 	37.16 						
									
项目 	零售结算 	服务费结算 							
店铺设立主体 	公司 	品牌方 							
货物所有权人 	公司 	品牌方 							
营销费用承担主体 	公司（有特殊约定的除外） 	品牌方（有特殊约定的除外） 							
公司盈利来源 	货物的购销差价 	店铺运营服务费 							
主要资金流 	 	 							
									
时间 	颁布部门 	法规名称 	主要内容 						
2007 年 	商务部 	《 关 于 网上 交 易的 指 导 意见 （ 暂行）》（商务部公告 2007 年第 19号） 	从网上交易及其参与方、网上交易的基本规则、各参与方的规范行为、网上交易促进等方面提出指导意见，以维护网上交易参与方的合法权益，促进网上交易健康有序发展。 						
2009 年 	商务部商业改革司 	《 电 子 商务 模 式规范》（SB/T 10518-2009 ）和《 网 络 交易 服 务规范》（SB/T 10519-2009） 	《电子商务模式规范》规定了电子商务模式的基本要求以及 B2C、B2B、C2C 等主要模式在经营管理主体、交易内容、在线支付、网址报备等方面的具体要求；《网络交易服务规范》规定了电子商务 B2B、B2C 和 C2C 各模式中网络交易方、网络交易平台提供商、网络支付平台提供商和网络交易辅助服务提供商的行为服务规范。 						
2011 年 	商务部 	《 关 于 规范 网 络购 物 促 销行 为 的通知》（商商贸发[2011]3 号） 	为规范网络购物促销行为，营造良好消费环境，促进网络购物持续健康发展，要求各级商务主管部门引导企业依法促销、保证促销商品质量、保护消费者合法权益、严厉查处不实宣传、加强知识产权保护、引导科学合理消费、建立长效机制等。 						
2011 年 	商务部 	《 第 三 方电 子 商务 交 易 平台 服 务规范》（商务部公告 2011 年第 18号） 	对第三方交易平台经营者和第三方交易平台站内经营者予以明确定义，从第三方交易平台的设立与基本行为规范、平台经营者对站内经营者的管理与引导、平台经营者对消费者的合理保护、平台经营者与相关服务提供者的协调等方面对第三方电子商务交易平台服务进行规范。 						
2014 年 	全国人大常委会 	《 消 费 者权 益 保护法》（2014 修正版） 	首次对电子商务行业进行了规范，进一步保护消费者权益。 						
时间 	颁布部门 	法规名称 	主要内容 						
2014 年 	国家工商行政管理总局 	《 网 络 交易 管 理办法》（国家工商行 政 管 理总 局 令第 60 号令） 	规定网络商品经营者和有关服务经营者的义务、网络商品交易及有关服务的监督管理及法律责任，旨在规范网络商品交易及有关服务，保护消费者和经营者的合法权益，促进网络经济持续健康发展。 						
2017 年 	全国人大常委会 	《 反 不 正当 竞 争法》（2017 年修正版） 	对互联网领域的不正当竞争行为进行规制，规定“经营者不得对其商品的性能、功能、质量、销售状况、用户评价、曾获荣誉等作虚假或者引人误解的商业宣传，欺骗、误导消费者。经营者不得通过组织虚假交易等方式，帮助其他经营者进行虚假或者引人误解的商业宣传”，并对违反上述规定对其商品作虚假或者引人误解的商业宣传，或者通过组织虚假交易等方式帮助其他经营者进行虚假或者引人误解的商业宣传的，由监督检查部门责令停止违法行为，处 20 万元以上 100万元以下的罚款;情节严重的，处 100 万元以上200 万元以下的罚款，可以吊销营业执照。 						
									
时间 	颁布部门 	政策名称 	与行业相关内容 						
2005 年 	国务院办公厅 	《关于加快电子商务发展的若干意见》（国办发[2005]2 号） 	国务院办公厅首次提出加快电子商务发展，要求各级政府机关充分认识电子商务对国民经济和社会发展的重要作用；加快电子商务发展的指导思想和基本原则；完善政策法规环境，规范电子商务发展；加快信用、认证、标准、支付和现代物流建设，形成有利于电子商务发展的支撑体系；发挥企业的主体作用，大力推进电子商务应用；提升电子商务技术和服务水平，推动相关产业发展；加强宣传教育工作，提高企业和公民的电子商务应用意识；加强交流合作，参与国际竞争。 						
2007 年 	商务部 	《关于促进电子商务规范发展的意 见 》 （ 商 改[2007]490 号） 	提出充分认识促进电子商务规范发展的重要意义；规范电子商务信息传播行为，优化网络交易环境；规范电子商务交易行为，促进网络市场和谐有序；规范电子支付行为，保障资金流动安全；规范电子商务商品配送行为，健全物流支撑体系。 						
2009 年 	商务部 	《关于加快流通领域电子商务发展的意见》（商商贸发[2009]540号） 	为进一步加快流通领域电子商务发展，提出推动传统流通企业开拓网上市场、促进商品批发环节应用推广网上交易、加快发展面向消费者的专业网络购物企业、推动实体市场交易与网上市场交易有机结合、完善流通领域电子商务发展扶持政策等一系列指导意见。 						
2010 年 	商务部 	《关于促进网络购物健康发展的	向各级商务主管部门明确培育网络市场主体、拓宽网络购物领域、鼓励线上线下互动、重视农村						
时间 	颁布部门 	政策名称 	与行业相关内容 						
指导意见》（商商贸发[2010]239号） 	网络购物市场、完善配套服务体系、保护消费者合法权益、规范网络市场秩序等七大工作任务，并明确提出完善面向电子商务应用企业的配套服务体系，鼓励服务提供商进一步增强专业化服务能力，优化服务模式，完善服务手段，拓展服务范围，降低服务成本，促进相关领域深化电子商务应用。 	网络购物市场、完善配套服务体系、保护消费者合法权益、规范网络市场秩序等七大工作任务，并明确提出完善面向电子商务应用企业的配套服务体系，鼓励服务提供商进一步增强专业化服务能力，优化服务模式，完善服务手段，拓展服务范围，降低服务成本，促进相关领域深化电子商务应用。 							
《商务部“十二五”电子商务发展指导意见》（商电发[2011]375号） 	提出“十二五”期间发展我国电子商务的工作任务， 明确 提出“ 重点鼓励发展电 子商务服 务业”，培育一批具有行业影响力，提供电子商务咨询、资讯、法律、信息技术、人力资源等专业服务的电子商务服务企业；到 2015 年，电子商务服务业实现规模化、规范化发展，成为我国现代商贸流通体系建设的重要组成部分。 	提出“十二五”期间发展我国电子商务的工作任务， 明确 提出“ 重点鼓励发展电 子商务服 务业”，培育一批具有行业影响力，提供电子商务咨询、资讯、法律、信息技术、人力资源等专业服务的电子商务服务企业；到 2015 年，电子商务服务业实现规模化、规范化发展，成为我国现代商贸流通体系建设的重要组成部分。 							
《电子商务“十二五”发展规划》 	确定电子商务“十二五”发展目标：电子商务交易额翻两番，突破 18 万亿元，其中网络零售交易额突破 3 万亿元，占社会消费品零售总额的比例超过 9%；移动电子商务交易额和用户数达到全球领先水平；电子商务的服务水平显著提升，涌现出一批具有国际影响力的电子商务企业和服务品牌。针对电子商务服务，提出“着力提高电子商务服务的规范性，促进电子商务服务企业切实履行法定义务和责任，完善交易主体身份认定机制，提高电子商务信息发布、信用服务、网上交易、电子支付、物流配送、售后服务、纠纷处理等服务的规范水平。” 	确定电子商务“十二五”发展目标：电子商务交易额翻两番，突破 18 万亿元，其中网络零售交易额突破 3 万亿元，占社会消费品零售总额的比例超过 9%；移动电子商务交易额和用户数达到全球领先水平；电子商务的服务水平显著提升，涌现出一批具有国际影响力的电子商务企业和服务品牌。针对电子商务服务，提出“着力提高电子商务服务的规范性，促进电子商务服务企业切实履行法定义务和责任，完善交易主体身份认定机制，提高电子商务信息发布、信用服务、网上交易、电子支付、物流配送、售后服务、纠纷处理等服务的规范水平。” 							
《关于促进电子商务应用的实施意见》（商电函[2013]911 号） 	针对电子商务服务，提出到 2015 年的工作目标，即电子商务基础法规和标准体系进一步完善，应用促进的政策环境基本形成，协同、高效的电子商务管理与服务体制基本建立；电子商务支撑服务环境满足电子商务快速发展需求，电子商务服务业实现规模化、产业化、规范化发展。 	针对电子商务服务，提出到 2015 年的工作目标，即电子商务基础法规和标准体系进一步完善，应用促进的政策环境基本形成，协同、高效的电子商务管理与服务体制基本建立；电子商务支撑服务环境满足电子商务快速发展需求，电子商务服务业实现规模化、产业化、规范化发展。 							
《国务院关于大力发展电子商务加快培育经济新动力的意见》（国发[2015]24 号） 	确定电子商务市场规范发展目标：到 2020  年，统一开放、竞争有序、诚信守法、安全可靠的电子商务大市场基本建成；电子商务与其他产业深度融合，成为促进创业、稳定就业、改善民生服务的重要平台，对工业化、信息化、城镇化、农业现代化同步发展起到关键性作用。 	确定电子商务市场规范发展目标：到 2020  年，统一开放、竞争有序、诚信守法、安全可靠的电子商务大市场基本建成；电子商务与其他产业深度融合，成为促进创业、稳定就业、改善民生服务的重要平台，对工业化、信息化、城镇化、农业现代化同步发展起到关键性作用。 							
《国务院关于积极推进“互联网+”行动的指导意见》（国发[2015]40号） 	在电子商务领域，国务院结合“互联网+”行动，提出巩固和增强我国电子商务发展领先优势，大力发展农村电商、行业电商和跨境电商，进一步扩大电子商务发展空间；鼓励企业利用电子商务平台的大数据资源，提升企业精准营销能力，激发市场消费需求；鼓励企业利用移动社交、新媒体等新渠道，发展社交电商、“粉丝”经济等网络营销新模式。 	在电子商务领域，国务院结合“互联网+”行动，提出巩固和增强我国电子商务发展领先优势，大力发展农村电商、行业电商和跨境电商，进一步扩大电子商务发展空间；鼓励企业利用电子商务平台的大数据资源，提升企业精准营销能力，激发市场消费需求；鼓励企业利用移动社交、新媒体等新渠道，发展社交电商、“粉丝”经济等网络营销新模式。 							
《电子商务“十三五”发展规划》 	确定电子商务“十三五”发展目标：电子商务全面融入国民经济各领域，发展壮大具有世界影响	确定电子商务“十三五”发展目标：电子商务全面融入国民经济各领域，发展壮大具有世界影响							
时间 	颁布部门 	政策名称 	与行业相关内容 						
办和发展改革委 	力的电子商务产业，推动形成全球协作的国际电子商务大市场；电子商务经济进入规模发展阶段，成为经济增长和新旧动能转换的关键动力；电子商务全面覆盖社会发展各领域，带动教育、医疗、文化、旅游等社会事业创新发展，电子商务成为促进就业、改善民生、惠及城乡的重要平台；预计 2020  年，电子商务交易额同比“十二五”末翻一番，超过 40  万亿元，网络零售额达到 10  万亿元左右，电子商务相关从业者超过5,000  万人。 	力的电子商务产业，推动形成全球协作的国际电子商务大市场；电子商务经济进入规模发展阶段，成为经济增长和新旧动能转换的关键动力；电子商务全面覆盖社会发展各领域，带动教育、医疗、文化、旅游等社会事业创新发展，电子商务成为促进就业、改善民生、惠及城乡的重要平台；预计 2020  年，电子商务交易额同比“十二五”末翻一番，超过 40  万亿元，网络零售额达到 10  万亿元左右，电子商务相关从业者超过5,000  万人。 							
									
2011 年 	商务部 								
2012 年 	工信部 								
2013 年 	商务部 								
2015 年 	国务院 								
2015 年 	国务院 								
2016 年 	商务部、中央网信								
									
2012-2017 年中国网络购物市场交易规模（亿元）  	2012-2017 年中国电商服务市场规模（亿元）  								
									
奖项名称 	颁发时间 	颁奖机构 							
天猫母婴 2017 最佳服务商 	2018 年 3 月 	天猫 							
2017 年下半年“五星级服务商” 	2018 年 1 月 	天猫 							
广东省工业和信息化领域电子商务试点单位 	2017 年 9 月 	广东省经济和信息化委员会 							
