序号 	名称 	立法机构 	生效日期 					
产品类别 	单位 	2016 年度 	2016 年度 	2016 年度 	2016 年度 	2016 年度 		
产品类别 	单位 	产能 	产量 	销量 	产销率 	产能利用率 		
创可贴 	万平方米 	800.00 	772.61 	766.46 	99.20% 	96.58% 		
贴膏剂 	万平方米 	240.00 	144.24 	150.28 	104.19% 	60.10% 		
胶布胶带及绷带 	万平方米 	1,740.00 	1,569.63 	1,501.61 	95.67% 	90.21% 		
敷贴 	万平方米 	90.00 	81.81 	75.73 	92.57% 	90.90% 		
急救包 	只 	12,000.00 	1,384.00 	3,687.00 	266.40% 	11.53% 		
产品类别 	单位 	2015 年度 	2015 年度 	2015 年度 	2015 年度 	2015 年度 		
产品类别 	单位 	产能 	产量 	销量 	产销率 	产能利用率 		
创可贴 	万平方米 	700.00 	683.56 	703.35 	102.90% 	97.65% 		
贴膏剂 	万平方米 	240.00 	201.57 	210.53   	104.45% 	83.99% 		
胶布胶带及绷带 	万平方米 	1,740.00 	1,290.56 	1,338.16 	103.69% 	74.17% 		
敷贴 	万平方米 	70.00 	58.40 	55.55   	95.12% 	83.43% 		
急救包 	只 	12,000.00 	10,276.00 	6,954.00   	67.67% 	85.63% 		
产品类别 	单位 	2014 年度 	2014 年度 	2014 年度 	2014 年度 	2014 年度 		
产品类别 	单位 	产能 	产量 	销量 	产销率 	产能利用率 		
创可贴 	万平方米 	700.00 	697.30 	  666.13   	95.53% 	99.61% 		
贴膏剂 	万平方米 	240.00 	239.48 	  236.54   	98.77% 	99.78% 		
胶布胶带及绷带 	万平方米 	1,740.00 	1,593.99 	1,588.54 	99.66% 	91.61% 		
敷贴 	万平方米 	70.00 	69.77 	  70.39   	100.88% 	99.67% 		
急救包 	只 	7,000.00 	6,813.00 	  6,167.00   	90.52% 	97.33% 		
								
项目 	2016 年度 	2016 年度 	2015 年度 	2015 年度 	2014 年度 	2014 年度 		
项目 	金额 	占比 	金额 	占比 	金额 	占比 		
								
（万元） 								
20,310.33 	45.72% 	17,881.57 	41.29% 	17,101.77 	36.40% 			
6,516.57 	14.67% 	9,121.38 	21.06% 	10,557.02 	22.47% 			
15,542.09 	34.99% 	14,717.96 	33.99% 	  17,373.51 	36.98% 			
1,853.65   	4.17% 	1,375.17   	3.18% 	1,792.70   	3.82% 			
87.74   	0.20% 	98.61   	0.23% 	103.50   	0.22% 			
113.17   	0.25% 	107.55   	0.25% 	51.83   	0.11% 			
44,423.55 	100.00% 	43,302.25 	100.00% 	46,980.34 	100.00% 			
								
创可贴 								
贴膏剂 								
胶布胶带及绷带 								
敷贴 								
急救包 								
其他 								
合计 								
								
项目 	2016 年度 	2016 年度 	2015 年度 	2015 年度 	2014 年度 	2014 年度 	2014 年度 	
项目 	金额 	占比 	金额 	占比 	金额 	占比 		
项目 	（万元） 	占比 	（万元） 	占比 	（万元） 	占比 		
境内 	23,349.01 	52.56% 	  23,890.87   	55.17% 	23,620.27 	50.28% 		
境外 	21,074.54 	47.44% 	  19,411.37   	44.83% 	23,360.07 	49.72% 		
合计 	44,423.55 	100.00% 	43,302.25 	100.00% 	46,980.34 	100.00% 		
								
项目 	2016 年度 	2016 年度 	2015 年度 	2015 年度 	2014 年度 	2014 年度 		
项目 	金额 （万元） 	占比 	金额 	占比 	金额 	占比 		
项目 	金额 （万元） 	占比 	（万元） 	占比 	（万元） 	占比 		
直销 	29,576.00 	66.58% 	29,265.63 	67.58% 	30,015.59 	63.89% 		
经销 	14,847.55 	33.42% 	14,036.61 	32.42% 	16,964.76 	36.11% 		
合计 	44,423.55 	100.00% 	43,302.25   	100.00% 	46,980.34 	100.00% 		
								
产品名称 	单位 	2016 年度 	2015 年度 	2014 年度 				
创可贴 	元/平方米 	26.50 	25.42   	25.67 				
贴膏剂 	元/平方米 	43.36 	43.32   	44.63 				
胶布胶带及绷带 	元/平方米 	10.35 	11.00 	10.94 				
								
产品 	2016 年度 	2015 年度 	2014 年度 					
创可贴 	1,142.25   	1,099.28   	1,184.34   					
贴膏剂 	357.76   	212.35   	201.46   					
胶布、胶带及绷带 	428.16   	546.20   	361.84   					
敷贴 	45.27   	28.53   	40.97   					
其他 	7.89   	2.07   	7.57   					
合计 	1,981.33   	1,888.44   	1,796.18   					
								
产品 	2016 年度 	2015 年度 	2014 年度 					
运动胶带 	59.98 	63.26 	18.81 					
运动护具及其他 	27.19 	66.35 	3.51 					
合计 	87.17 	129.61 	22.31 					
								
产品 	2016 年度 	2015 年度 	2014 年度 					
运动胶带 	13.77 	7.87 	0.05 					
运动护具及其他 	17.94 	18.98 	0.17 					
合计 	32.44 	26.85 	2.16 					
								
2016 年度 	2016 年度 	2016 年度 	2016 年度 	2016 年度 	2016 年度 	2016 年度 		
序号 	单位名称 	销售内容 	销售金额（万元） 	占营业收入比例 	销售数量（万平方米） 	销售单价（元/㎡） 		
1 	云南白药集团 	创可贴、贴膏剂 	20,592.61 	46.36% 	689.20 	29.88 		
2 	Medline Industries, Inc. 	创可贴、胶布胶带及绷带、敷贴 	1,839.93 	4.14% 	118.04 	15.59 		
3 	苏州舜康商贸有限公司 	创可贴、胶布胶带及绷带、敷贴 	1,433.30 	3.23% 	110.45 	12.98 		
4 	Nissin  Medical Instrument CO.,LTD 	创可贴、胶布胶带及绷带、敷贴 	1,252.36 	2.82% 	50.92 	24.60 		
5 	常州市奥普迅进出口有限公司 	创可贴、胶布胶带及绷带、敷贴、贴膏剂 	894.32 	2.01% 	80.13 	11.16 		
合 计 	合 计 	合 计 	26,012.52 	58.56% 	1,048.73 	 		
2015 年度 	2015 年度 	2015 年度 	2015 年度 	2015 年度 	2015 年度 	2015 年度 		
序号 	单位名称 	销售内容 	销售金额（万元） 	占营业收入比例 	销售数量（万平方米） 	销售单价（元/㎡） 		
1 	云南白药集团 	创可贴、贴膏剂 	21,664.58 	50.03% 	712.38 	30.41 		
2 	苏州舜康商贸有限公司 	创可贴、敷贴、胶布胶带及绷带 	1,358.06 	3.14% 	121.30 	11.20 		
3 	Nissin Medical Instrument CO.,LTD 	创可贴、敷贴、胶布胶带及绷带 	1,016.30 	2.35% 	46.77 	21.73 		
4 	绍兴成美进出口有限公司 	创可贴、胶布胶带及绷带、敷贴、贴膏剂 	1,014.77 	2.34% 	100.81 	10.07 		
5 	Medline Industries, Inc. 	创可贴、胶布胶带及绷带 	900.81 	2.08% 	39.69 	22.70 		
合 计 	合 计 	合 计 	25,954.53 	59.94% 	1,020.95 	 		
2014 年度 	2014 年度 	2014 年度 	2014 年度 	2014 年度 	2014 年度 	2014 年度 		
序号 	单位名称 	销售内容 	销售金额（万元） 	占营业收入比例 	销售数量（万平方米） 	销售单价（元/㎡） 		
1 	云南白药集团 	创可贴、贴膏剂 	21,601.59 	45.98% 	676.89 	31.91 		
2 	丹阳市尚美医材有限公司 	创可贴、胶布胶带及绷带 	1,885.04 	4.01% 	145.26 	12.98 		
3 	常州市奥普迅进出口有限公司 	创可贴、贴膏剂、胶布胶带及绷带、敷贴 	1,338.50 	2.85% 	116.58 	11.48 		
4 	绍兴成美进出口有限公司 	创可贴、胶布胶带及绷带、敷贴、贴膏剂 	1,283.17 	2.73% 	132.39 	9.69 		
5 	中国医药健康产业股份有限公司 	创可贴、胶布胶带及绷带、敷贴 	1,073.98 	2.29% 	94.43 	11.37 		
合 计 	合 计 	合 计 	27,182.28 	57.86% 	1,165.55 	 		
								
单位名称 	主营业务 	经营规模 	成立时间 	注册资本（万元） 	实际控制人 			
云南白药集团 	中西药原料/制剂、个人护理产品、原生药材、商业流通等 	200 亿元以上 	1971 年 	104,139.97   	云南省国资委 			
丹阳市尚美医材有限公司 	一类医疗器械销售，自营和代理各类商品及技术的进出口业务 	5,000 万元以上 	2006 年 	 151.00   	孙伟良 			
绍兴成美进出口有限公司 	批发、零售：绑带、纱布、汽车配件、金属材料等 	4,000 万元以上 	2008 年 	 50.00   	邱伟烽 			
常州市奥普迅进出口有限公司 	自营和代理各类商品和技术的进出口 	2,000 万元以上 	2006 年 	  100.00   	李科 			
苏州舜康商贸有限公司 	销售：一类医疗器械、二类医疗器械中非许可类的（体温计、血压计、医用脱脂棉、医用脱脂纱布、医用卫生口罩、医用无菌纱布），纺织品等 	1 亿元以上 	2005 年 	  100.00   	孙刚 			
中国医药健康产业股份有限公司 	批发中成药、中药材、中药饮片、化学药制剂等；销售医疗器械III、II 类等 	150 亿元以上 	1997 年 	106,848.55 	中国通用技术(集团)控股有限责任公司 			
Nissin Medical Instrument CO.,LTD 	化妆品、医疗器械及药品的生产及销售 	40 亿日元以上 	1952 年 	4,000 万日元 	上岛一夫 			
Medline Industries, Inc. 	医疗用品生产及销售、提供护理培训及支持 	70 亿美元以上 	1910 年 	-  	Charlie Mills 			
								
序号 	单位名称 	主要结算方式 	信用政策 	截至 2016 年12 月 31 日应收账款余额 	应收账款账龄 	应收账款账龄 	应收账款账龄 	2017 年 1 月至本招股书签署日回款金额 
序号 	单位名称 	主要结算方式 	信用政策 	截至 2016 年12 月 31 日应收账款余额 	3 个月以内 	4-6 个月 	6 个月以上 	2017 年 1 月至本招股书签署日回款金额 
1 	云南白药集团 	票据转让 	3 个月 	4,815.89 	4,815.89 	- 	- 	4,098.41 
2 	丹阳市尚美医材有限公司 	银行电汇 	6 个月 	751.25 	153.60 	186.05 	411.59 	446.89 
3 	绍兴成美进出口有限公司 	银行电汇 	6 个月 	1,742.90 	454.67 	228.18 	1,060.06 	970.00 
4 	常州市奥普迅进出口有限公司 	银行电汇 	3 个月 	157.36 	157.36 	- 	- 	108.06 
5 	苏州舜康商贸有限公司 	银行电汇 	3 个月 	288.17 	288.17 	- 	- 	288.17 
6 	Nissin Medical Instrument CO.,LTD 	银行电汇 	120 天 	280.01 	280.01 	- 	- 	250.64 
7 	Medline Industries, Inc. 	银行电汇 	120 天 	790.93 	406.00 	384.93 	- 	662.02 
8 	中国医药健康产业股份有限公司 	银行电汇 	80%货款 6 个月，20%货款 3 年 	- 	- 	- 	- 	- 
								
客户名称 	首次合作时间 	2016 年销售排名 	2015 年销售排名 	2014 年销售排名 				
云南白药集团 	2003 年 	第一名 	第一名 	第一名 				
Medline Industries, Inc. 	2011 年 	第二名 	第四名 	第八名 				
苏州舜康商贸有限公司 	2006 年 	第三名 	第二名 	第五名 				
Nissin Medical Instrument CO.,LTD 	2004 年 	第四名 	第三名 	第六名 				
常州市奥普迅进出口有限公司 	2006 年 	第五名 	第六名 	第三名 				
丹阳市尚美医材有限公司 	2006 年 	第八名 	第七名 	第二名 				
绍兴成美进出口有限公司 	2009 年 	第六名 	第五名 	第四名 				
中国医药健康产业股份有限公司 	2001 年 	- 	第十一名 	第五名 				
								
2016 年度 	2016 年度 	2016 年度 	2016 年度 	2016 年度 				
序号 	单位名称 	销售内容 	销售金额（万元） 	占经销收入比例 				
1 	苏州舜康商贸有限公司 	创可贴、胶布胶带及绷带、敷贴 	1,433.30 	9.65% 				
2 	常州市奥普迅进出口有限公司 	创可贴、胶布胶带及绷带、敷贴、贴膏剂 	894.32 	6.02% 				
3 	绍兴成美进出口有限公司 	创可贴、胶布胶带及绷带、敷贴 	867.03 	5.84% 				
4 	丹阳市尚美医材有限公司 	创可贴、胶布胶带及绷带、敷贴 	660.77 	4.45% 				
5 	广州市卫信工贸有限公司 	创可贴、胶布胶带及绷带、敷贴 	554.30 	3.73% 				
合 计 	合 计 	合 计 	4,409.72 	29.70% 				
2015 年度 	2015 年度 	2015 年度 	2015 年度 	2015 年度 				
序号 	单位名称 	销售内容 	销售金额（万元） 	占经销收入比例 				
1 	苏州舜康商贸有限公司 	创可贴、敷贴、胶布胶带及绷带 	1,358.06 	9.68% 				
2 	绍兴成美进出口有限公司 	创可贴、胶布胶带及绷带、敷贴、贴膏剂 	1,014.77 	7.23% 				
3 	常州市奥普迅进出口有限公司 	创可贴、贴膏剂、胶布胶带及绷带、敷贴 	834.23 	5.94% 				
4 	丹阳市尚美医材有限公司 	创可贴、胶布胶带及绷带、敷贴 	773.27 	5.51% 				
5 	广东康维医疗器械有限公司 	创可贴、胶布胶带及绷带、敷贴 	573.41 	4.09% 				
合 计 	合 计 	合 计 	4,553.74 	32.44% 				
2014 年度 	2014 年度 	2014 年度 	2014 年度 	2014 年度 				
序号 	单位名称 	销售内容 	销售金额（万元） 	占经销收入比例 				
1 	丹阳市尚美医材有限公司 	创可贴、胶布胶带及绷带 	1,885.04 	11.11% 				
2 	常州市奥普迅进出口有限公司 	创可贴、贴膏剂、胶布胶带及绷带、敷贴 	1,338.50 	7.89% 				
3 	绍兴成美进出口有限公司 	创可贴、胶布胶带及绷带、敷贴、贴膏剂 	1,283.17 	7.56% 				
4 	中国医药健康产业股份有限公司 	贴膏剂、胶布胶带及绷带、敷贴 	1,073.98 	6.33% 				
5 	苏州舜康商贸有限公司 	创可贴、敷贴、胶布胶带及绷带、贴膏剂 	926.33 	5.46% 				
合 计 	合 计 	合 计 	6,507.01 	38.36% 				
								
单位名称 	主营业务 	经营规模 	成立时间 	注册资本（万元） 	实际控制人 			
丹阳市尚美医材有限公司 	一类医疗器械销售，自营和代理各类商品及技术的进出口业务 	5,000 万元以上 	2006 年 	 151.00   	孙伟良 			
绍兴成美进出口有限公司 	批发、零售：绑带、纱布、汽车配件、金属材料等 	4,000 万元以上 	2008 年 	 50.00   	邱伟烽 			
常州市奥普迅进出口有限公司 	自营和代理各类商品和技术的进出口 	2,000 万元以上 	2006 年 	  100.00   	李科 			
苏州舜康商贸有限公司 	销售：一类医疗器械、二类医疗器械中非许可类的（体温计、血压计、医用脱脂棉、医用脱脂纱布、医用卫生口罩、医用无菌纱布），纺织品等 	1 亿元以上 	2005 年 	  100.00   	孙刚 			
广州市卫信工贸有限公司 	医疗诊断、监护及治疗设备制造；医疗诊断、监护及治疗设备批发；许可类医疗器械经营；非许可类医疗器械经营等 	5,000 以上 	1996 年 	405.00 	郑自树 			
广东康维医疗器械有限公司 	批发兼零售：医疗器械；批发：药品；销售：化妆品，日用品等 	7,000 万元以上 	2010 年 	1,000.00 	朱方伟 			
中国医药健康产业股份有限公司 	批发中成药、中药材、中药饮片、化学药制剂等；销售医疗器械 III、II 类等 	200 亿元以上 	1997 年 	106,848.55 	国务院国有资产监督管理委员会 			
								
客户名称 	首次合作时间 	2016 年经销商销售排名 	2015 年经销商销售排名 	2014 年经销商销售排名 				
苏州舜康商贸有限公司 	2006 年 	第一名 	第一名 	第五名 				
常州市奥普迅进出口有限公司 	2006 年 	第二名 	第三名 	第二名 				
丹阳市尚美医材有限公司 	2006 年 	第四名 	第四名 	第一名 				
绍兴成美进出口有限公司 	2009 年 	第三名 	第二名 	第三名 				
中国医药健康产业股份有限公司 	2001 年 	- 	第六名 	第四名 				
广东康维医疗器械有限公司 	2007 年 	第六名 	第五名 	第七名 				
广州市卫信工贸有限公司 	2009 年 	第五名 	第七名 	第九名 				
								
序号 	单位名称 	信用政策 						
1 	丹阳市尚美医材有限公司 	6 个月 						
2 	绍兴成美进出口有限公司 	6 个月 						
3 	常州市奥普迅进出口有限公司 	3 个月 						
4 	苏州舜康商贸有限公司 	3 个月 						
5 	中国医药健康产业股份有限公司 	中国医药健康产业股份有限公司：80%货款 6 个月，20%货款 3 年 						
5 	中国医药健康产业股份有限公司 	中国医药保健品有限公司：3 个月 						
6 	广东康维医疗器械有限公司 	6 个月 						
7 	广州市卫信工贸有限公司 	3 个月 						
								
项目 	数量单位 	2016 年度 	2016 年度 	2015 年度 	2015 年度 	2014 年度 	2014 年度 	
项目 	数量单位 	金额 （万元） 	数量 	金额 （万元） 	数量 	金额 （万元） 	数量 	
布类 	万米 	11,263.57 	2,620.18 	10,330.64 	2,262.63 	12,836.18 	2,866.78 	
吸水垫 	万平方米 	1,552.89 	227.68 	1,342.35 	197.51 	1,512.49 	220.03 	
防粘纸 	吨 	1,526.82 	2,706.16 	1,141.84 	1,784.49 	1,350.02 	2,108.40 	
包装材料 	万个 	1,743.72 	5,592.50 	1,344.64 	4,441.02 	1,625.07 	5,474.84 	
橡胶 	吨 	695.25 	551.65 	825.33 	588.68 	1,202.28 	  669.25 	
薄荷脑 	吨 	157.49 	9.00 	461.97 	23.00 	383.76 	  22.00 	
汽油 	吨 	539.12 	1,319.15 	717.09 	1,332.80 	1,081.11 	  1,327.40 	
羊毛脂 	吨 	705.94 	165.24 	646.02 	138.09 	749.00 	131.90 	
彩白卷 	卷 	874.45 	10.20 	616.36 	7.35 	804.52 	9.37 	
氧化锌 	吨 	457.61 	363.00 	392.82 	317.00 	700.13 	  574.00 	
松香 	吨 	489.07 	488.69 	536.06 	479.07 	536.01 	  417.10 	
K-50 树脂 	吨 	659.19 	337.32 	421.08 	214.20 	701.22 	  355.00 	
其他 	- 	8,671.03 	- 	5,968.35 	- 	7,367.87 	- 	
合计 	- 	29,336.15 	- 	24,744.55 	- 	30,849.66 	- 	
								
项目 	单位 	2016 年度 	同比 变动 	2015 年度 	同比 变动 	2014 年度 		
布类 	元/米 	4.30 	-5.93% 	  4.57   	1.91% 	4.48 		
吸水垫 	元/平方米 	6.82 	0.30% 	  6.80   	-1.07% 	6.87 		
防粘纸 	万元/吨 	0.56 	-11.84% 	  0.64   	-0.02% 	0.64 		
包装材料 	元/个 	0.31 	2.98% 	0.30 	2.01% 	0.30 		
橡胶 	万元/吨 	1.26 	-9.98% 	  1.40   	-22.11% 	1.80 		
薄荷脑 	万元/吨 	17.50 	-12.90% 	  20.09   	15.17% 	17.44 		
汽油 	万元/吨 	0.41 	-24.32% 	  0.54   	-33.58% 	0.81 		
羊毛脂 	万元/吨 	4.27 	-8.71% 	  4.68   	-17.64% 	5.68 		
项目 	单位 	2016 年度 	同比 变动 	2015 年度 	同比 变动 	2014 年度 		
彩白卷 	元/米 	85.73 	2.18% 	  83.90   	-2.28% 	85.86 		
氧化锌 	万元/吨 	1.26 	1.66% 	  1.24   	1.57% 	1.22 		
松香 	万元/吨 	1.00 	-10.64% 	  1.12   	-13.26% 	1.29 		
K-50 树脂 	万元/吨 	1.95 	-0.80% 	  1.97   	-0.72% 	1.98 		
								
类别 	单位 	2016 年度 	2016 年度 	2015 年度 	2015 年度 	2014 年度 		
类别 	单位 	 均价（元） 	同比 变动 	 均价（元） 	同比 变动 	 均价（元） 		
电 	元/度 	0.72 	0.00% 	0.72 	0.00% 	  0.72 		
燃气 	元/立方 	2.92 	-15.12% 	3.44 	-1.16% 	3.48 		
								
2016 年度 	2016 年度 	2016 年度 	2016 年度 	2016 年度 	2016 年度 			
序号 	单位名称 	采购金额（万元） 	采购占当期原材料采购的比例 	采购内容 	用途 			
1 	杭州余杭帮达织造厂 	2,563.94 	8.74% 	弹性布 	产品布基材料 			
2 	常州市天宁华发塑料有	1,749.72 	5.96% 	吸水垫、瓦楞	吸水垫等原			
3 								
4 								
5 								
合计 	合计 							
2015 年度 	2015 年度 	2015 年度 	2015 年度 	2015 年度 	2015 年度 			
序号 	单位名称 	采购金额（万元） 	采购占当期原材料采购的比例 	采购内容 	用途 			
1 	杭州余杭帮达织造厂 	2,988.55 	12.08% 	弹性布 	产品布基材料 			
2 	常州市天宁华发塑料有限公司 	1,462.40 	5.91% 	吸水垫、瓦楞膜、平膜、压花膜 	吸水垫等原材料 			
3 	常州市毕升印务厂 	1,110.41 	4.49% 	各类包装材料 	包装材料 			
4 	杭州余杭旺盛织造厂 	929.70 	3.76% 	弹性布 	产品布基材料 			
5 	湖州昌银纺织有限公司 	858.16 	3.47% 	易撕布、弹性布 	产品布基材料 			
合计 	合计 	7,349.23 	29.71% 	 	 			
2014 年度 	2014 年度 	2014 年度 	2014 年度 	2014 年度 	2014 年度 			
序号 	单位名称 	采购金额（万元） 	采购占当期原材料采购的比例 	采购内容 	用途 			
1 	杭州余杭帮达织造厂 	3,268.50 	10.59% 	弹性布 	产品布基材料 			
2 	湖州昌银纺织有限公司 	1,629.52 	5.28% 	易撕布、弹性布 	产品布基材料 			
3 	常州市天宁华发塑料有限公司 	1,612.41 	5.23% 	吸水垫、瓦楞膜、平膜、压花膜 	吸水垫等原材料 			
4 	常州市毕升印务厂 	1,360.65 	4.41% 	各类包装材料 	包装材料 			
5 	常州市中磊化工有限公司 	1,158.26 	3.75% 	汽油、正己烷 	制胶材料 			
合计 	合计 	9,029.34 	29.27% 	 	 			
								
限公司 								
常州市毕升印务厂 	1,440.39 	4.91% 	4.91% 	各类包装材料 	包装材料 			
杭州余杭旺盛织造厂 	1,248.24 	4.25% 	4.25% 	弹性布 	产品布基材料 			
常州塑料彩印有限公司 	1,100.70 	3.75% 	3.75% 	冷封白纸、白药彩纸、白药白纸 	云南白药集团产品包装材料 			
8,102.99 	27.61% 	27.61% 	 	 				
								
膜、平膜、压花膜 	材料 							
								
单位名称 	主营业务 	经营规模 	成立时间 	注册资本（万元） 	实际控制人 			
杭州余杭帮达织造厂 	丝织品生产 	3,000 万元以上 	1997 年 	50.00 	朱如平 			
湖州昌银纺织有限	医用织物制造、销售 	4,000 万元	2002 年 	50.00 	王兴宝 			
单位名称 	主营业务 	经营规模 	成立时间 	注册资本（万元） 	实际控制人 			
公司 	以上 							
常州市毕升印务厂 	包装装潢印刷品排版、制版、印刷、装订，其他印刷品印刷等 	1,000 万元以上 	2000 年 	150.00 	蒋继伟 			
常州市中磊化工有限公司 	化工原料及产品、润滑油等 	1,000 万元以上 	2008 年 	100.00 	冯华伟 			
常州市天宁华发塑料有限公司 	塑料制品、服装辅料、纸分切、吸水垫、一类医疗器械（限医用卫生材料及敷料）加工、制造 	1,000 万元以上 	1996 年 	50.00 	赵东林 			
杭州余杭旺盛织造厂 	丝织品织造。 纺织品销售、货物进出口 	5,000 万元以上 	2002 年 	498.00 	沈玲明 			
常州塑料彩印有限公司 	包装装潢印刷品排版、制版、印刷、装订，其它印刷品印刷等 	4,000 万元以上 	1979 年 	100.00 	巢建成 			
								
单位名称 	首次合作时间 	是否存在关联关系 	结算模式 	2016 年 	2015 年 	2014 年 		
杭州余杭帮达织造厂 	1997 年 	否 	票据、转账 	第一名 	第一名 	第一名 		
湖州昌银纺织有限公司 	2003 年 	否 	票据、转账 	第七名 	第五名 	第二名 		
常州市毕升印务厂 	2001 年 	否 	票据、转账 	第三名 	第三名 	第四名 		
常州市中磊化工有限公司 	2001 年 	否 	票据、转账 	第十五名 	第十三名 	第五名 		
常州市天宁华发塑料有限公司 	2003 年 	否 	票据、转账 	第二名 	第二名 	第三名 		
杭州余杭旺盛织造厂 	2007 年 	否 	票据、转账 	第四名 	第四名 	第七名 		
常州塑料彩印有限公司 	1997 年 	否 	票据、转账 	第五名 	第二十名 	第二十三名 		
								
原材料名称 	规格 	供应商名称 	2016 年度 	2015 年度 	2014 年度 			
弹性布 	113cm 	A 供应商 	5.13 	5.13 	5.13 			
弹性布 	113cm 	B 供应商 	5.13 	5.13 	5.13 			
弹性布 	99cm 	B 供应商 	4.02 	4.02 	4.02 			
弹性布 	99cm 	C 供应商 	3.93 	3.93 	- 			
弹性布 	99cm 	D 供应商 	3.93 	3.93 	- 			
易撕布 	110cm 	B 供应商 	7.18 	7.18 	- 			
易撕布 	110cm 	C 供应商 	- 	7.08 	7.18 			
易撕布 	54cm 	C 供应商 	3.67 	3.76 	3.93 			
易撕布 	54cm 	E 供应商 	2.31 	2.31 	2.31 			
易撕布 	54cm 	F 供应商 	2.40 	2.37 	- 			
								
原材料名称 	供应商名称 	2016 年度 	2015 年度 	2014 年度 				
120#溶剂汽油 	G 供应商 	4.05 	5.37 	8.14 				
120#溶剂汽油 	H 供应商 	4.56 	5.40 	- 				
120#溶剂汽油 	当期市场价格（注） 	4.00-5.30 	5.20-7.30 	7.70-8.50 				
								
采购期间 	供应商名称 	2016 年度 	2015 年度 	2014 年度 				
国内白纸 	I 供应商 	78.31 	78.75 	79.10 				
国内白纸 	J 供应商 	74.79 	74.79 	74.79 				
国内白纸 	L 供应商 	80.88 	80.34 	- 				
国内彩纸 	I 供应商 	78.41 	78.88 	79.70 				
国内彩纸 	J 供应商 	80.91 	74.79 	74.79 				
国内彩纸 	L 供应商 	- 	80.34 	- 				
日文白纸、彩纸 	K 供应商 	85.47 	85.47 	85.47 				
外贸白纸 	L 供应商 	93.94 	90.18 	94.42 				
外贸彩纸 	L 供应商 	93.92 	90.91 	94.66 				
								
项 目 	账面原值 	累计折旧 	账面净值 	成新率 				
房屋建筑物 	6,511.83 	2,021.13 	4,490.69 	68.96% 				
机器设备 	4,918.96 	2,565.51 	2,353.45 	47.84% 				
运输设备 	1,195.41 	862.49 	332.92 	27.85% 				
电子设备 	298.84 	219.41 	79.44 	26.58% 				
合 计 	12,925.04 	5,668.54 	7,256.50 	56.14% 				
								
序号 	房产证编号 	建筑面积（M2） 	座落 	发证时间 	房屋 所有权人 	实际 用途 	他项权 	
1 	常房权证武字第31001480 号 	36,527.56 	武进经济开发区果香路 1号 	2014-01-29 	南方卫材 	生产 用房 	为公司借款提供抵押担保 	
2 	常房权证武字第31001277 号 	111.76 	武进经济开发区湖滨怡景苑 10 幢甲单元 1701 室 	2013-03-25 	南方卫材 	宿舍 	-- 	
3 	常房权证武字第31001338 号 	87.85 	武进经济开发区湖滨怡景苑 1 幢乙单元 601 室 	2013-03-27 	南方卫材 	宿舍 	-- 	
4 	常房权证武字第31001321 号 	87.85 	武进经济开发区湖滨怡景苑 1 幢乙单元 701 室 	2013-03-26 	南方卫材 	宿舍 	-- 	
