提升动力电池、驱动电机、高效内燃机、先进变速器、轻量化材料、智能控制等核心技术的工程化和产业化能力，形成从关键零部件到整车的完整工业体系和创新体系。 	提升动力电池、驱动电机、高效内燃机、先进变速器、轻量化材料、智能控制等核心技术的工程化和产业化能力，形成从关键零部件到整车的完整工业体系和创新体系。 									
指出将“锂离子电池用磷酸铁锂等正极材料、中间相炭微球和钛酸锂等负极材料”列入鼓励类； 指出将“锂离子电池、氢镍电池、新型结构（卷绕式、管式等）密封铅蓄电池等动力电池”、“储能用锂离子电池和新型大容量密封铅蓄电池”列入鼓励类。 	指出将“锂离子电池用磷酸铁锂等正极材料、中间相炭微球和钛酸锂等负极材料”列入鼓励类； 指出将“锂离子电池、氢镍电池、新型结构（卷绕式、管式等）密封铅蓄电池等动力电池”、“储能用锂离子电池和新型大容量密封铅蓄电池”列入鼓励类。 									
大力推进动力电池技术创新，重点开展动力电池系统安全性、可靠性研究和轻量化设计，加快研制动力电池正负极、隔膜、电解质等关键材料及其生产、控制与检测等装备。 在正负极、隔膜、电解质等关键材料领域分别形成 2—3 家骨干生产企业。 	大力推进动力电池技术创新，重点开展动力电池系统安全性、可靠性研究和轻量化设计，加快研制动力电池正负极、隔膜、电解质等关键材料及其生产、控制与检测等装备。 在正负极、隔膜、电解质等关键材料领域分别形成 2—3 家骨干生产企业。 									
积极发展高纯石墨，提高锂离子电池用石墨负极材料质量，加快研发核级石墨材料。 推进石墨和钛酸盐类负极材料产业化，新增负极材料产能 2 万吨/年。 	积极发展高纯石墨，提高锂离子电池用石墨负极材料质量，加快研发核级石墨材料。 推进石墨和钛酸盐类负极材料产业化，新增负极材料产能 2 万吨/年。 									
高容量长寿命二次电池电极材料、锂离子电池等动力电池、储能用锂离子电池、中	高容量长寿命二次电池电极材料、锂离子电池等动力电池、储能用锂离子电池、中									
出台日期 	政策名称 	发布部门 	电池与电池材料相关 	电池与电池材料相关 						
月修正 	年本）》 	间相炭微球和钛酸锂等负极材料等为鼓励类产业。 	间相炭微球和钛酸锂等负极材料等为鼓励类产业。 							
2011 年 3 月 	《 国 家 “ 十二五”规划纲要》 	十一届全国人大第四次会议审议通过 	新材料产业重点发展新型功能材料、先进结构材料、高性能纤维及其复合材料、共性基础材料。 	新材料产业重点发展新型功能材料、先进结构材料、高性能纤维及其复合材料、共性基础材料。 						
2010 年 10 月 	《 关于加 快培 育和 发展战 略性 新兴产业的决定》 	国务院 	着力突破动力电池、驱动电机和电子控制领域关键核心技术，推进插电式混合动力汽车、纯电动汽车推广应用和产业化。 	着力突破动力电池、驱动电机和电子控制领域关键核心技术，推进插电式混合动力汽车、纯电动汽车推广应用和产业化。 						
2010 年 5 月 	国 家重点 新产 品计 划优先 发展 技术领域（2010） 	国家科技部发展计划司 	“高效电池材料”列为新材料技术领域，“锂离子电池及其应用技术产品”列为新能源与高效节能领域。 	“高效电池材料”列为新材料技术领域，“锂离子电池及其应用技术产品”列为新能源与高效节能领域。 						
										
2015 年 5 月 	《中国制造 2025》 	国务院 								
2013 年 3 月 	《 产业结 构调 整指导目录（2013年修订） 	国家发改委 								
2012 年 7 月 	《 节能与 新能 源汽 车产业 发展 规划（2012-2020）》 	国务院 								
2012 年 2 月 	《 新 材 料 产 业“ 十二五 ”发展规划》 	国家工信部 								
2011 年 3 月公布、2013 年 2	《 产业结 构调 整指导目录（2011	国家发改委 								
										
出台日期 	政策名称 	发布部门 	终端应用相关 							
2017 年 11月 2 日 	《关于 2016 年度、2017年度乘用车企业平均燃料消耗量管理有关工作的通知》 	工 业 和 信 息化 部 、 商 务部 、 海 关 总署、质检总局 	对乘用车企业 2016 年度、2017 年度平均燃料消耗量和新能源汽车积分实施核算。对于 2016、2017 年两年度企业平均燃料消耗量负积分不能够抵偿为零的企业，其超标产品不予列入《道路机动车辆生产企业及产品公告》。 							
2017 年 9 月27 日 	《乘用车企业平均燃料消耗量与新能源汽车积分并行管理办法》 	工 业 和 信 息化 部 、 商 务部 、 海 关 总署、质检总局 	（自 2018 年 4 月 1 日起施行） 对乘用车企业平均燃料消耗量与新能源汽车实施积分管理。 平均燃料消耗量负积分的，应使用本企业结转或受让的平均燃料消耗量正积分抵偿归零，或使用本企业产生或购买的新能源汽车正积分抵偿归零。 新能源汽车负积分的，应当通过购买新能源汽车正积分的方式抵偿归零。 							
出台日期 	政策名称 	发布部门 	终端应用相关 							
2017 年1-11 月 	《新能源汽车推广应用推荐车型目录（2017 年第 1 批）》至《新能源汽车推广应用推荐车型目录（2017 年第 10 批）》 	国家工信部 	2017 年以来，已累计发布 10 批推荐车型目录，共包括 209 户企业的 2,948 个车型，进入推荐目录。 							
2017 年 6 月 	《乘用车企业平均燃料消耗量与新能源汽车积分并行管理办法（征求意见稿）》 	国家工信部 	对车企新能源乘用车积分比例提出明确要求、放开华商在华建立生产纯电动汽车整车产品合资企业不受两家数量的限制。 							
2017 年 6 月 	《完善汽车投资项目管理的意见》 	国家发 展 改革委、国家工信部 	明确将严控新增传统燃油汽车产能，将促进新能源汽车健康有序发展。 							
2017 年 1 月 	《新能源汽车生产企业及产品准入管理规则》 	国家工信部 	调整了新能源汽车的定义和范围，完善了新能源汽车生产企业及产品的准入条件等（自 2017 年 7 月实施）。 							
2016 年 12月 	《关于调整新能源汽车推广应用财政补贴政策的通知》 	财政部、科技部、工信部、发改委 	调整完善新能源汽车推广应用补贴政策（自 2017 年开始实施）。 							
2016 年 3 月 	《国家“十三五”规划纲要》 	十二届全国人大四次会议表决通过 	支持新一代信息技术、新能源汽车、生物技术、绿色低碳、高端装备与材料、数字创意等领域的产业发展壮大。 							
2016 年 2 月 	国务院常务会议（2 月 24日） 	国务院 	扩大城市公交、出租车等领域新能源汽车应用比例。 							
2015 年 5 月 	《中国制造 2025》 	国务院 	将节能与新能源汽车作为聚焦的十大重点领域之一；继续支持电动汽车、燃料电池汽车发展；推动自主品牌节能与新能源汽车同国际先进水平接轨。 推进新能源和可再生能源装备、先进储能装置、智能电网用输变电及用户端设备发展。 							
出台日期 	政策名称 	发布部门 	终端应用相关 							
2015 年 5 月 	《关于 2016-2020 年新能源汽车推广应用财政支持政策的通知》 	财政部、科技部、工信部、发改委 	在 2016-2020 年继续实施新能源汽车推广应用补助政策，并规定了 2016 年新能源汽车推广应用补助标准。 							
2013 年 9 月 	《关于继续开展新能源汽车推广应用工作的通知》 	财政部、科技部、工信部、发改委 	继续依托城市推广应用新能源汽车； 对消费者购买新能源汽车予以补贴（至2015 年结束）。 							
2012 年 7 月 	《节能与新能源汽车产业 发 展 规 划（2012-2020）》 	国务院 	扎实推进新能源汽车试点示范。在大中型城市扩大公共服务领域新能源汽车示范推广范围，开展私人购买新能源汽车补贴试点，重点在国家确定的试点城市集中开展新能源汽车产品性能验证及生产使用、售后服务、电池回收利用的综合评价。探索具有商业可行性的市场推广模式，协调发展充电设施，形成试点带动技术进步和产业发展的有效机制。 对公共服务领域节能与新能源汽车示范、私人购买新能源汽车试点给予补贴，鼓励消费者购买使用节能汽车；发挥政府采购的导向作用，逐步扩大公共机构采购节能与新能源汽车的规模。 							
2012 年 2 月 	《 新 材 料 产 业 “ 十二五”发展规划》 	国家工信部 	加快培育和发展节能环保、新一代信息技术、高端装备制造、新能源和新能源汽车等战略性新兴产业。 							
出台日期 	政策名称 	发布部门 	终端应用相关 							
2011 年 3 月 	《国家“十二五”规划纲要》 	十一届全国人大第四次会议审议通过 	大力发展节能环保、新一代信息技术、生物、高端装备制造、新能源、新材料、新能源汽车等战略性新兴产业。 新能源汽车产业重点发展插电式混合动力汽车、纯电动汽车和燃料电池汽车技术。 							
2010 年 5 月 	《关于开展私人购买新能源汽车补贴试点的通知》 	财政部、科技部、工信部、发改委 	中央财政安排专项资金，支持开展私人购买新能源汽车补贴试点（2010-2012年）。 							
2009 年 3 月 	《汽车产业调整和振兴规划》 	国务院办公厅 	首次提出了新能源汽车发展战略。 							
										
2008										
2008	81.48%									
										
2009										
2009	43.29%									
										
2010										
2010	10.40%									
										
2011										
2011	40.86%									
										
2012	2013									
2012	2013	14.11%	10.87%	5.89%	40.08%					
										
2015	2016									
										
10.33 	18.75 	26.87 	29.66 	41.78 	47.68 	52.87 	55.98 	78.42 		
										
4.62%										
6.94%										
										
6.55%										
6.11%										
										
14.72%										
78.26%										
										
36.56%										
57.42%										
										
45.08%										
49.84%										
										
15.00%										
20.54%										
61.10%										
										
11.51%										
20.59%										
61.49%										
										
10.32%										
22.30%										
57.67%										
										
20.08%										
61.79%										
										
16.50%										
63.00%										
										
14.93%										
56.24%										
										
4.40 										
4.07 										
2.50 										
										
11.24 										
12.94 										
										
34.59 										
49.40 										
32.15 										
										
23.64 										
33.44 										
22.51 										
										
12.00 										
10.69 										
										
项 目 	项 目 	2016 年 	2015 年 	2014 年 						
销量 	璞泰来 	16,080.00 	7,385.00 	2,896.00 						
销量 	杉杉股份 	22,604.00 	15,837.00 	未披露 						
销量 	翔丰华 	6,556.36 	3,279.73 	1,769.28 						
销量 	星城石墨 	5,275.00 	2,964.00 	1,630.00 						
销量 	凯金能源 	5,990.87 	3,225.15 	898.68 						
产量 	璞泰来 	18,228.00 	8,625.00 	3,573.00 						
产量 	杉杉股份 	23,519.00 	16,168.00 	未披露 						
产量 	翔丰华 	7,275.60 	3,408.18 	1,854.73 						
产量 	星城石墨 	5,904.00 	3,167.00 	1,606.00 						
产量 	凯金能源 	6,886.98 	3,304.68 	996.63 						
产销率 	璞泰来 	88.22% 	85.62% 	81.05% 						
产销率 	杉杉股份 	96.11% 	97.95% 	未披露 						
产销率 	翔丰华 	90.11% 	96.23% 	95.39% 						
产销率 	星城石墨 	89.35% 	93.59% 	101.49% 						
产销率 	凯金能源 	86.99% 	97.59% 	90.17% 						
平均产销率 	平均产销率 	90.15% 	94.20% 	92.03% 						
										
厂商名 	产品结构偏向 	2016 年负极材料收入（万元） 	主要客户 							
贝特瑞 	天然石墨 	129,178.91 	三星、LG、松下、比亚迪等 							
上海杉杉 	人造石墨 	117,317.98 	三星、ATL、LGC、SDI、比亚迪、比克等 							
璞泰来 	人造石墨 	105,189.14 	ATL、三星 SDI、LG 化学、天津力神、中航锂电、比亚迪等 							
深圳斯诺 	人造石墨 	未披露 	未披露 							
星城石墨(注 1） 	天然石墨 	17,398.93 	比亚迪、远东福斯特等 							
翔丰华 	天然石墨 	23,665.11 	比亚迪、多氟多、鹏辉能源、赣锋锂业等 							
正拓能源 	较为均衡，2016 年人造石墨占比略高于天然石墨 	12,914.69 	赛骄阳等 							
发行人 	人造石墨 	21,739.39 	宁德时代、天津力神、鹏辉能源、远东福斯特、中航锂电、孚能科技、比克电池等 							
										
厂商名 	口径 	2016 年负极材料 销售收入（万元） 	销量 （吨） 	销售均价 （万元/吨） 						
璞泰来 	人造石墨为主 	105,189.14 	16,080.01 	6.54 						
上海杉杉 	人造石墨为主 	117,317.98 	22,604.00 	5.19 						
翔丰华 	仅统计人造石墨 	9,021.70 	2,446.94 	3.69 						
厂商名 	口径 	2016 年负极材料 销售收入（万元） 	销量 （吨） 	销售均价 （万元/吨） 						
发行人 	人造石墨为主 	21,739.39 	5,990.87 	3.63 						
正拓能源 	负极材料 	12,914.69 	3,587.00 	3.60 						
翔丰华 	仅统计天然石墨 	14,643.41 	4,109.42 	3.56 						
星城石墨 	仅统计天然石墨 	13,035.08 	3,845.00 	3.39 						
星城石墨 	仅统计人造石墨 	4,118.09 	1,430.00 	2.88 						
										
序号 	锂离子电池厂商排名 									
1 	宁德时代新能源科技股份有限公司 									
2 	比亚迪股份有限公司 									
3 	深圳市沃特玛电池有限公司 									
4 	国轩高科股份有限公司 									
5 	珠海银隆新能源股份有限公司 									
6 	天津力神电池股份有限公司 									
7 	光宇国际集团科技有限公司 									
8 	北京国能电池科技有限公司 									
9 	万向一二三股份公司 									
10 	深圳市比克动力电池有限公司 									
										
17.13 										
28.69 										
										
17.04 										
31.26 										
										
26.22 										
46.49 										
										
厂商 	厂商 	时间 	工程 	说明 	说明 					
国内厂商 	比亚迪 	2014 年 	坑梓电池厂竣工 	  	  					
国内厂商 	比亚迪 	2015 年 	通过定增募资，继续扩充动力电池产能 	募资 60 亿元 	募资 60 亿元 					
国内厂商 	亿纬锂能 	2016 年 7 月 	在荆门投资动力锂离子电池项目 	总投资 25.18 亿元 	总投资 25.18 亿元 					
国内厂商 	国轩高科 	2016 年 8 月 	合肥三期工厂投产 	  	  					
国内厂商 	中天科技 	2017 年 2 月 	投建高性能锂电池系列产品研究及产业化项目 	定增募资 18亿元 	定增募资 18亿元 					
国内厂商 	宁德时代 	2017 年 2 月 	溧阳 CATL 二期项目举办开工仪式 	预计总投资 100亿元 	预计总投资 100亿元 					
国内厂商 	天津力神 	2017 年 5 月 	青岛动力电池基地开工奠基 	一期总投资额15.7 亿元 	一期总投资额15.7 亿元 					
国内厂商 	中航锂电 	2017 年 6 月 	动力电池项目二期在常州金坛区揭牌开工 	总投资 39 亿元 	总投资 39 亿元 					
国内厂商 	孚能科技 	2017 年 9 月 	与北汽集团共同建设新能源汽车动力电池研发与制造基地 	固定资产总投资约 80 亿元 	固定资产总投资约 80 亿元 					
厂商 	厂商 	时间 	工程 	说明 	说明 					
远东福斯特 	2017 年 9 月 	12GWh 锂电项目开工仪式在江苏宜兴市举行 	计划总投资 66.8亿元 	计划总投资 66.8亿元 						
三星 SDI 	2016 年 9 月 	汽车动力电池项目签约落户无锡高新区 	  	  						
LG 化学 	2016 年 10 月 	新能源电池项目（一期）在南京举办竣工投产仪式 	  	  						
										
期 间 	产品名称 	产能（吨） 	产量（吨） 	销量（吨） 	产能利用率% 	产销率% 				
										
2017 年 1-9 月 	负极材料 	8,500.00 	7,918.51 	7,844.19 	93.16 	99.06 				
										
2016 年 	负极材料 	8,000.00 	6,886.98 	5,990.87 	86.09 	86.99 				
期 间 	产品名称 	产能（吨） 	产量（吨） 	销量（吨） 	产能利用率% 	产销率% 				
										
2015 年 	负极材料 	4,100.00 	3,304.68 	3,225.15 	80.60 	97.59 				
										
2014 年 	负极材料 	1,800.00 	996.63 	898.68 	55.37 	90.17 				
										
17.13 										
28.69 										
										
17.04 										
31.26 										
										
26.22 										
46.49 										
										
产品类型 	2017 年 1-9 月 	2017 年 1-9 月 	2016 年度 	2016 年度 	2015 年度 	2015 年度 	2014 年度 	2014 年度 		
产品类型 	金额 	主营业务收入占比 	金额 	主营业务收入占比 	金额 	主营业务收入占比 	金额 	主营业务收入占比 		
人造石墨 	23,883.47 	90.16 	19,184.34 	88.25 	10,834.36 	88.90 	3,174.73 	75.60 		
复合石墨 	2,606.39 	9.84 	2,555.06 	11.75 	1,081.11 	8.87 	768.51 	18.30 		
合 计 	26,489.86 	100.00 	21,739.39 	100.00 	11,915.47 	97.77 	3,943.24 	93.90 		
										
产品类型 	2017 年 1-9 月 	2017 年 1-9 月 	2016 年度 	2016 年度 	2015 年度 	2015 年度 	2014 年度 	2014 年度 		
产品类型 	数量 	单价 	数量 	单价 	数量 	单价 	数量 	单价 		
人造石墨 	7,264.12 	3.29 	5,527.38 	3.47 	3,002.69 	3.61 	766.41 	4.14 		
复合石墨 	580.08 	4.49 	463.49 	5.51 	222.46 	4.86 	132.27 	5.81 		
合 计 	7,844.19 	3.38 	5,990.87 	3.63 	3,225.15 	3.69 	898.68 	4.39 		
										
客户名称 （合并） 	客户名称 （单体） 	销售内容 	销售金额 	占比 						
2017 年 1-9 月 	2017 年 1-9 月 	2017 年 1-9 月 	2017 年 1-9 月 	2017 年 1-9 月 						
宁德时代新能源科技股份有限公司 	宁德时代新能源科技股份有限公司 	人造石墨 	13,875.26 	46.63 						
广州鹏辉能源科技股份有限公司及其关联方 	广州鹏辉能源科技股份有限公司 	人造石墨 	545.20 	1.83 						
广州鹏辉能源科技股份有限公司及其关联方 	河南鹏辉能源科技有限公司 	人造石墨 	385.53 	1.30 						
广州鹏辉能源科技股份有限公司及其关联方 	珠海市鹏辉电池有限公司 	人造石墨 	1,411.89 	4.74 						
江苏舜天高新炭材有限公司 	江苏舜天高新炭材有限公司 	原材料 	1,269.23 	4.27 						
吉林炭素有限公司 	吉林炭素有限公司 	原材料 	1,152.69 	3.87 						
远东福斯特新能源有限公司 	远东福斯特新能源有限公司 	复合石墨 	1,003.72 	3.37 						
江苏天鹏电源有限公司 	江苏天鹏电源有限公司 	复合石墨 	863.82 	2.90 						
江苏江龙新能源科技有限公司 	江苏江龙新能源科技有限公司 	原材料 	845.31 	2.84 						
孚能科技（赣州）有限公司 	孚能科技（赣州）有限公司 	人造石墨 	741.54 	2.49 						
中航锂电（洛阳）有限公司 	中航锂电（洛阳）有限公司 	人造石墨 	598.72 	2.01 						
广东天劲新能源科技股份有限公司 	广东天劲新能源科技股份有限公司 	人造石墨 	567.44 	1.91 						
合 计 	合 计 	合 计 	23,260.35 	78.17 						
2016 年度 	2016 年度 	2016 年度 	2016 年度 	2016 年度 						
宁德时代新能源科技股份有限公司 	宁德时代新能源科技股份有限公司 	人造石墨 	13,777.16 	63.37 						
江苏天鹏电源有限公司 	江苏天鹏电源有限公司 	复合石墨 	1,219.69 	5.61 						
芜湖天弋能源科技有限公司 	芜湖天弋能源科技有限公司 	人造石墨 	1,062.08 	4.89 						
