公司	类型	时间	名称	内容	金额	占比	金额单位
迈得医疗工业设备股份有限公司	供应商	2015年	SMC中国有限公司上海分公司	标准件	691.87	14.22%	万元
迈得医疗工业设备股份有限公司	供应商	2015年	东莞市万江诚辉精密机械厂	定制采购件	480.63	9.88%	万元
迈得医疗工业设备股份有限公司	供应商	2015年	东莞市合辉精密机械设备有限公司	定制采购件	378.28	7.77%	万元
迈得医疗工业设备股份有限公司	供应商	2015年	东莞市莱锐精密五金科技有限公司	定制采购件	357.28	7.34%	万元
迈得医疗工业设备股份有限公司	供应商	2015年	台州市黄岩鑫晨模具厂	定制采购件	333.54	6.85%	万元

江苏南方卫材医药股份有限公司	客户	2016年度	云南白药集团	创可贴、贴膏剂	20,592.61	46.36%	万元
江苏南方卫材医药股份有限公司	客户	2016年度	Medline Industries,Inc.	创可贴、胶布胶带及绷带、敷贴	1,839.93	4.14%	万元
江苏南方卫材医药股份有限公司	客户	2016年度	苏州舜康商贸有限公司	创可贴、胶布胶带及绷带、敷贴	1,433.30	3.23%	万元
江苏南方卫材医药股份有限公司	客户	2016年度	Nissin Medical Instrument CO.,LTD	创可贴、胶布胶带及绷带、敷贴	1,252.36	2.82%	万元
江苏南方卫材医药股份有限公司	客户	2016年度	常州市奥普迅进出口有限公司	创可贴、胶布胶带及绷带、敷贴、贴膏剂	894.32	2.01%	万元
江苏南方卫材医药股份有限公司	客户	2015年度	云南白药集团	创可贴、贴膏剂	21,664.58	50.03%	万元
江苏南方卫材医药股份有限公司	客户	2015年度	苏州舜康商贸有限公司	创可贴、敷贴、胶布胶带及绷带	1,358.06	3.14%	万元
江苏南方卫材医药股份有限公司	客户	2015年度	Nissin Medical Instrument CO.,LTD	创可贴、敷贴、胶布胶带及绷带	1,016.30	2.35%	万元
江苏南方卫材医药股份有限公司	客户	2015年度	绍兴成美进出口有限公司	创可贴、胶布胶带及绷带、敷贴、贴膏剂	1,014.77	2.34%	万元
江苏南方卫材医药股份有限公司	客户	2015年度	Medline Industries, Inc.	创可贴、胶布胶带及绷带	900.81	2.08%	万元
江苏南方卫材医药股份有限公司	供应商	2016年度	杭州余杭帮达织造厂	弹性布	2,563.94	8.74%	万元
江苏南方卫材医药股份有限公司	供应商	2016年度	常州市天宁华发塑料有限公司	吸水垫、瓦楞膜、平膜、压花膜	1,749.72	5.96%	万元
江苏南方卫材医药股份有限公司	供应商	2016年度	常州市毕升印务厂	各类包装材料	1,440.39	4.91%	万元
江苏南方卫材医药股份有限公司	供应商	2016年度	杭州余杭旺盛织造厂	弹性布	1,248.24	4.25%	万元
江苏南方卫材医药股份有限公司	供应商	2016年度	常州塑料彩印有限公司	冷封白纸、白药彩纸、白药白纸	1,100.70	3.75%	万元
江苏南方卫材医药股份有限公司	供应商	2015年度	杭州余杭帮达织造厂	弹性布	2,988.55	12.08%	万元
江苏南方卫材医药股份有限公司	供应商	2015年度	常州市天宁华发塑料有限公司	吸水垫、瓦楞膜、平膜、压花膜	1,462.40	5.91%	万元
江苏南方卫材医药股份有限公司	供应商	2015年度	常州市毕升印务厂	各类包装材料	1,110.41	4.49%	万元
江苏南方卫材医药股份有限公司	供应商	2015年度	杭州余杭旺盛织造厂	弹性布	929.70	3.76%	万元
江苏南方卫材医药股份有限公司	供应商	2015年度	湖州昌银纺织有限公司	易撕布、弹性布	858.16	3.47%	万元

杭州申昊科技股份有限公司	客户	2017年	华云信息	智能巡检机器人、故障在线监测装置	12,356.10	43.71%	万元
杭州申昊科技股份有限公司	客户	2017年	许继集团	智能巡检机器人、油色谱、图像/视频在线监测装置	6,901.58	24.41%	万元
杭州申昊科技股份有限公司	客户	2017年	国网浙江	智能除湿器、油色谱、红外测温在线监测装置、避雷器在线监测装置、二次压板状态监测、环网柜	4,411.11	15.60%	万元
杭州申昊科技股份有限公司	客户	2017年	国网湖北	智能巡检机器人、故障在线监测装置、箱式开闭所	1,712.99	6.06%	万元
杭州申昊科技股份有限公司	客户	2017年	杰创电器	智能除湿器	438.46	1.55%	万元
杭州申昊科技股份有限公司	客户	2016年	国网浙江	除湿器、环网柜、箱式开闭所、图像/视频在线监测装置、故障在线监测装置	8,860.64	45.78%	万元
杭州申昊科技股份有限公司	客户	2016年	许继集团	智能巡检机器人、油色谱、图像/视频在线监测装置	8,445.42	43.63%	万元
杭州申昊科技股份有限公司	客户	2016年	北海银河	环网柜、箱式开闭所	773.40	4.00%	万元
杭州申昊科技股份有限公司	客户	2016年	国网宁夏	环网柜、箱式开闭所	633.28	3.27%	万元
杭州申昊科技股份有限公司	客户	2016年	国网湖北	油色谱	260.00	1.34%	万元
杭州申昊科技股份有限公司	供应商	2017年	杭州杭宏电力承装有限公司	智能巡检机器人土建施工	1,114.08	12.44%	万元
杭州申昊科技股份有限公司	供应商	2017年	浙江斯达电气设备股份有限公司	功能模块、电子元器件	573.27	6.40%	万元
杭州申昊科技股份有限公司	供应商	2017年	杭州百州科技有限公司	功能模块、电子元器件	557.91	6.23%	万元
杭州申昊科技股份有限公司	供应商	2017年	上海信索电子有限公司	功能模块、电子元器件	488.94	5.46%	万元
杭州申昊科技股份有限公司	供应商	2017年	浙江大立科技股份有限公司	功能模块、电子元器件	453.27	5.06%	万元
杭州申昊科技股份有限公司	供应商	2016年	虎牌电务(杭州）有限公司	智能巡检机器人土建施工	1,371.94	11.74%	万元
杭州申昊科技股份有限公司	供应商	2016年	浙江斯达电气设备股份有限公司	配套整机	1,302.91	11.15%	万元
杭州申昊科技股份有限公司	供应商	2016年	北京双杰电气股份有限公司	功能模块、配套整机	821.11	7.02%	万元
杭州申昊科技股份有限公司	供应商	2016年	杭州百州科技有限公司	功能模块、计算机类设备	672.53	5.75%	万元
杭州申昊科技股份有限公司	供应商	2016年	成都星宇节能技术股份有限公司	功能模块、配套整机	653.26	5.59%	万元
